center,left,right,angle,a,b,velocity
IMG\IMG\center_2022_05_23_19_18_21_168.jpg,IMG\IMG\left_2022_05_23_19_18_21_168.jpg,IMG\IMG\right_2022_05_23_19_18_21_168.jpg,0.0,1.0,0.0,30.18946
IMG\IMG\center_2022_05_23_19_18_21_235.jpg,IMG\IMG\left_2022_05_23_19_18_21_235.jpg,IMG\IMG\right_2022_05_23_19_18_21_235.jpg,0.0,1.0,0.0,30.19014
IMG\IMG\center_2022_05_23_19_18_21_306.jpg,IMG\IMG\left_2022_05_23_19_18_21_306.jpg,IMG\IMG\right_2022_05_23_19_18_21_306.jpg,-0.05,1.0,0.0,30.18883
IMG\IMG\center_2022_05_23_19_18_21_378.jpg,IMG\IMG\left_2022_05_23_19_18_21_378.jpg,IMG\IMG\right_2022_05_23_19_18_21_378.jpg,-0.25,1.0,0.0,30.17224
IMG\IMG\center_2022_05_23_19_18_21_448.jpg,IMG\IMG\left_2022_05_23_19_18_21_448.jpg,IMG\IMG\right_2022_05_23_19_18_21_448.jpg,-0.45,1.0,0.0,30.14989
IMG\IMG\center_2022_05_23_19_18_21_520.jpg,IMG\IMG\left_2022_05_23_19_18_21_520.jpg,IMG\IMG\right_2022_05_23_19_18_21_520.jpg,-0.6000001,1.0,0.0,30.1319
IMG\IMG\center_2022_05_23_19_18_21_587.jpg,IMG\IMG\left_2022_05_23_19_18_21_587.jpg,IMG\IMG\right_2022_05_23_19_18_21_587.jpg,-0.7500002,1.0,0.0,30.11392
IMG\IMG\center_2022_05_23_19_18_21_656.jpg,IMG\IMG\left_2022_05_23_19_18_21_656.jpg,IMG\IMG\right_2022_05_23_19_18_21_656.jpg,-0.9500002,1.0,0.0,30.09674
IMG\IMG\center_2022_05_23_19_18_21_726.jpg,IMG\IMG\left_2022_05_23_19_18_21_726.jpg,IMG\IMG\right_2022_05_23_19_18_21_726.jpg,-1.0,1.0,0.0,30.09824
IMG\IMG\center_2022_05_23_19_18_21_797.jpg,IMG\IMG\left_2022_05_23_19_18_21_797.jpg,IMG\IMG\right_2022_05_23_19_18_21_797.jpg,0.0,1.0,0.0,30.17723
IMG\IMG\center_2022_05_23_19_18_21_871.jpg,IMG\IMG\left_2022_05_23_19_18_21_871.jpg,IMG\IMG\right_2022_05_23_19_18_21_871.jpg,0.0,1.0,0.0,30.17082
IMG\IMG\center_2022_05_23_19_18_21_940.jpg,IMG\IMG\left_2022_05_23_19_18_21_940.jpg,IMG\IMG\right_2022_05_23_19_18_21_940.jpg,0.0,1.0,0.0,30.18013
IMG\IMG\center_2022_05_23_19_18_22_011.jpg,IMG\IMG\left_2022_05_23_19_18_22_011.jpg,IMG\IMG\right_2022_05_23_19_18_22_011.jpg,0.0,1.0,0.0,30.1887
IMG\IMG\center_2022_05_23_19_18_22_080.jpg,IMG\IMG\left_2022_05_23_19_18_22_080.jpg,IMG\IMG\right_2022_05_23_19_18_22_080.jpg,0.0,1.0,0.0,30.19003
IMG\IMG\center_2022_05_23_19_18_22_155.jpg,IMG\IMG\left_2022_05_23_19_18_22_155.jpg,IMG\IMG\right_2022_05_23_19_18_22_155.jpg,-0.15,1.0,0.0,30.18647
IMG\IMG\center_2022_05_23_19_18_22_225.jpg,IMG\IMG\left_2022_05_23_19_18_22_225.jpg,IMG\IMG\right_2022_05_23_19_18_22_225.jpg,-0.3,1.0,0.0,30.17253
IMG\IMG\center_2022_05_23_19_18_22_296.jpg,IMG\IMG\left_2022_05_23_19_18_22_296.jpg,IMG\IMG\right_2022_05_23_19_18_22_296.jpg,-0.5000001,1.0,0.0,30.14749
IMG\IMG\center_2022_05_23_19_18_22_367.jpg,IMG\IMG\left_2022_05_23_19_18_22_367.jpg,IMG\IMG\right_2022_05_23_19_18_22_367.jpg,0.0,1.0,0.0,30.17473
IMG\IMG\center_2022_05_23_19_18_22_438.jpg,IMG\IMG\left_2022_05_23_19_18_22_438.jpg,IMG\IMG\right_2022_05_23_19_18_22_438.jpg,0.0,1.0,0.0,30.18569
IMG\IMG\center_2022_05_23_19_18_22_510.jpg,IMG\IMG\left_2022_05_23_19_18_22_510.jpg,IMG\IMG\right_2022_05_23_19_18_22_510.jpg,0.0,1.0,0.0,30.18891
IMG\IMG\center_2022_05_23_19_18_22_581.jpg,IMG\IMG\left_2022_05_23_19_18_22_581.jpg,IMG\IMG\right_2022_05_23_19_18_22_581.jpg,0.1,1.0,0.0,30.18597
IMG\IMG\center_2022_05_23_19_18_22_650.jpg,IMG\IMG\left_2022_05_23_19_18_22_650.jpg,IMG\IMG\right_2022_05_23_19_18_22_650.jpg,0.3,1.0,0.0,30.16453
IMG\IMG\center_2022_05_23_19_18_22_720.jpg,IMG\IMG\left_2022_05_23_19_18_22_720.jpg,IMG\IMG\right_2022_05_23_19_18_22_720.jpg,0.45,1.0,0.0,30.14901
IMG\IMG\center_2022_05_23_19_18_22_791.jpg,IMG\IMG\left_2022_05_23_19_18_22_791.jpg,IMG\IMG\right_2022_05_23_19_18_22_791.jpg,0.6500001,1.0,0.0,30.12552
IMG\IMG\center_2022_05_23_19_18_22_863.jpg,IMG\IMG\left_2022_05_23_19_18_22_863.jpg,IMG\IMG\right_2022_05_23_19_18_22_863.jpg,0.8000001,1.0,0.0,30.10785
IMG\IMG\center_2022_05_23_19_18_22_931.jpg,IMG\IMG\left_2022_05_23_19_18_22_931.jpg,IMG\IMG\right_2022_05_23_19_18_22_931.jpg,1.0,1.0,0.0,30.09395
IMG\IMG\center_2022_05_23_19_18_23_002.jpg,IMG\IMG\left_2022_05_23_19_18_23_002.jpg,IMG\IMG\right_2022_05_23_19_18_23_002.jpg,1.0,1.0,0.0,30.10608
IMG\IMG\center_2022_05_23_19_18_23_070.jpg,IMG\IMG\left_2022_05_23_19_18_23_070.jpg,IMG\IMG\right_2022_05_23_19_18_23_070.jpg,0.0,1.0,0.0,30.14999
IMG\IMG\center_2022_05_23_19_18_23_137.jpg,IMG\IMG\left_2022_05_23_19_18_23_137.jpg,IMG\IMG\right_2022_05_23_19_18_23_137.jpg,0.0,1.0,0.0,30.17185
IMG\IMG\center_2022_05_23_19_18_23_206.jpg,IMG\IMG\left_2022_05_23_19_18_23_206.jpg,IMG\IMG\right_2022_05_23_19_18_23_206.jpg,0.0,1.0,0.0,30.17894
IMG\IMG\center_2022_05_23_19_18_23_274.jpg,IMG\IMG\left_2022_05_23_19_18_23_274.jpg,IMG\IMG\right_2022_05_23_19_18_23_274.jpg,0.0,1.0,0.0,30.18885
IMG\IMG\center_2022_05_23_19_18_23_341.jpg,IMG\IMG\left_2022_05_23_19_18_23_341.jpg,IMG\IMG\right_2022_05_23_19_18_23_341.jpg,0.0,1.0,0.0,30.19414
IMG\IMG\center_2022_05_23_19_18_23_410.jpg,IMG\IMG\left_2022_05_23_19_18_23_410.jpg,IMG\IMG\right_2022_05_23_19_18_23_410.jpg,0.0,1.0,0.0,30.1893
IMG\IMG\center_2022_05_23_19_18_23_481.jpg,IMG\IMG\left_2022_05_23_19_18_23_481.jpg,IMG\IMG\right_2022_05_23_19_18_23_481.jpg,-0.05,1.0,0.0,30.18593
IMG\IMG\center_2022_05_23_19_18_23_548.jpg,IMG\IMG\left_2022_05_23_19_18_23_548.jpg,IMG\IMG\right_2022_05_23_19_18_23_548.jpg,-0.25,1.0,0.0,30.17121
IMG\IMG\center_2022_05_23_19_18_23_620.jpg,IMG\IMG\left_2022_05_23_19_18_23_620.jpg,IMG\IMG\right_2022_05_23_19_18_23_620.jpg,-0.4,1.0,0.0,30.1559
IMG\IMG\center_2022_05_23_19_18_23_690.jpg,IMG\IMG\left_2022_05_23_19_18_23_690.jpg,IMG\IMG\right_2022_05_23_19_18_23_690.jpg,-0.6000001,1.0,0.0,30.13191
IMG\IMG\center_2022_05_23_19_18_23_759.jpg,IMG\IMG\left_2022_05_23_19_18_23_759.jpg,IMG\IMG\right_2022_05_23_19_18_23_759.jpg,-0.7500002,1.0,0.0,30.11265
IMG\IMG\center_2022_05_23_19_18_23_828.jpg,IMG\IMG\left_2022_05_23_19_18_23_828.jpg,IMG\IMG\right_2022_05_23_19_18_23_828.jpg,-0.9000002,1.0,0.0,30.09494
IMG\IMG\center_2022_05_23_19_18_23_894.jpg,IMG\IMG\left_2022_05_23_19_18_23_894.jpg,IMG\IMG\right_2022_05_23_19_18_23_894.jpg,-1.0,1.0,0.0,30.0987
IMG\IMG\center_2022_05_23_19_18_23_961.jpg,IMG\IMG\left_2022_05_23_19_18_23_961.jpg,IMG\IMG\right_2022_05_23_19_18_23_961.jpg,-1.0,1.0,0.0,30.12016
IMG\IMG\center_2022_05_23_19_18_24_033.jpg,IMG\IMG\left_2022_05_23_19_18_24_033.jpg,IMG\IMG\right_2022_05_23_19_18_24_033.jpg,-1.0,1.0,0.0,30.14122
IMG\IMG\center_2022_05_23_19_18_24_102.jpg,IMG\IMG\left_2022_05_23_19_18_24_102.jpg,IMG\IMG\right_2022_05_23_19_18_24_102.jpg,-1.0,1.0,0.0,30.14663
IMG\IMG\center_2022_05_23_19_18_24_171.jpg,IMG\IMG\left_2022_05_23_19_18_24_171.jpg,IMG\IMG\right_2022_05_23_19_18_24_171.jpg,-1.0,1.0,0.0,30.15588
IMG\IMG\center_2022_05_23_19_18_24_244.jpg,IMG\IMG\left_2022_05_23_19_18_24_244.jpg,IMG\IMG\right_2022_05_23_19_18_24_244.jpg,-1.0,1.0,0.0,30.16184
IMG\IMG\center_2022_05_23_19_18_24_316.jpg,IMG\IMG\left_2022_05_23_19_18_24_316.jpg,IMG\IMG\right_2022_05_23_19_18_24_316.jpg,0.0,1.0,0.0,30.15606
IMG\IMG\center_2022_05_23_19_18_24_388.jpg,IMG\IMG\left_2022_05_23_19_18_24_388.jpg,IMG\IMG\right_2022_05_23_19_18_24_388.jpg,0.1,1.0,0.0,30.15743
IMG\IMG\center_2022_05_23_19_18_24_455.jpg,IMG\IMG\left_2022_05_23_19_18_24_455.jpg,IMG\IMG\right_2022_05_23_19_18_24_455.jpg,0.25,1.0,0.0,30.14963
IMG\IMG\center_2022_05_23_19_18_24_527.jpg,IMG\IMG\left_2022_05_23_19_18_24_527.jpg,IMG\IMG\right_2022_05_23_19_18_24_527.jpg,0.4,1.0,0.0,30.13757
IMG\IMG\center_2022_05_23_19_18_24_598.jpg,IMG\IMG\left_2022_05_23_19_18_24_598.jpg,IMG\IMG\right_2022_05_23_19_18_24_598.jpg,0.6000001,1.0,0.0,30.11898
IMG\IMG\center_2022_05_23_19_18_24_667.jpg,IMG\IMG\left_2022_05_23_19_18_24_667.jpg,IMG\IMG\right_2022_05_23_19_18_24_667.jpg,0.7500002,1.0,0.0,30.10346
IMG\IMG\center_2022_05_23_19_18_24_741.jpg,IMG\IMG\left_2022_05_23_19_18_24_741.jpg,IMG\IMG\right_2022_05_23_19_18_24_741.jpg,0.9500002,1.0,0.0,30.08671
IMG\IMG\center_2022_05_23_19_18_24_815.jpg,IMG\IMG\left_2022_05_23_19_18_24_815.jpg,IMG\IMG\right_2022_05_23_19_18_24_815.jpg,1.0,1.0,0.0,30.09105
IMG\IMG\center_2022_05_23_19_18_24_889.jpg,IMG\IMG\left_2022_05_23_19_18_24_889.jpg,IMG\IMG\right_2022_05_23_19_18_24_889.jpg,1.0,1.0,0.0,30.1105
IMG\IMG\center_2022_05_23_19_18_24_958.jpg,IMG\IMG\left_2022_05_23_19_18_24_958.jpg,IMG\IMG\right_2022_05_23_19_18_24_958.jpg,1.0,1.0,0.0,30.12576
IMG\IMG\center_2022_05_23_19_18_25_031.jpg,IMG\IMG\left_2022_05_23_19_18_25_031.jpg,IMG\IMG\right_2022_05_23_19_18_25_031.jpg,1.0,1.0,0.0,30.14432
IMG\IMG\center_2022_05_23_19_18_25_101.jpg,IMG\IMG\left_2022_05_23_19_18_25_101.jpg,IMG\IMG\right_2022_05_23_19_18_25_101.jpg,0.0,1.0,0.0,30.14227
IMG\IMG\center_2022_05_23_19_18_25_171.jpg,IMG\IMG\left_2022_05_23_19_18_25_171.jpg,IMG\IMG\right_2022_05_23_19_18_25_171.jpg,0.0,1.0,0.0,30.17578
IMG\IMG\center_2022_05_23_19_18_25_244.jpg,IMG\IMG\left_2022_05_23_19_18_25_244.jpg,IMG\IMG\right_2022_05_23_19_18_25_244.jpg,0.0,1.0,0.0,30.17805
IMG\IMG\center_2022_05_23_19_18_25_313.jpg,IMG\IMG\left_2022_05_23_19_18_25_313.jpg,IMG\IMG\right_2022_05_23_19_18_25_313.jpg,0.0,1.0,0.0,30.18895
IMG\IMG\center_2022_05_23_19_18_25_383.jpg,IMG\IMG\left_2022_05_23_19_18_25_383.jpg,IMG\IMG\right_2022_05_23_19_18_25_383.jpg,0.0,1.0,0.0,30.18967
IMG\IMG\center_2022_05_23_19_18_25_450.jpg,IMG\IMG\left_2022_05_23_19_18_25_450.jpg,IMG\IMG\right_2022_05_23_19_18_25_450.jpg,-0.1,1.0,0.0,30.18523
IMG\IMG\center_2022_05_23_19_18_25_522.jpg,IMG\IMG\left_2022_05_23_19_18_25_522.jpg,IMG\IMG\right_2022_05_23_19_18_25_522.jpg,-0.25,1.0,0.0,30.17424
IMG\IMG\center_2022_05_23_19_18_25_593.jpg,IMG\IMG\left_2022_05_23_19_18_25_593.jpg,IMG\IMG\right_2022_05_23_19_18_25_593.jpg,-0.45,1.0,0.0,30.14789
IMG\IMG\center_2022_05_23_19_18_25_662.jpg,IMG\IMG\left_2022_05_23_19_18_25_662.jpg,IMG\IMG\right_2022_05_23_19_18_25_662.jpg,-0.6000001,1.0,0.0,30.1317
IMG\IMG\center_2022_05_23_19_18_25_735.jpg,IMG\IMG\left_2022_05_23_19_18_25_735.jpg,IMG\IMG\right_2022_05_23_19_18_25_735.jpg,-0.8000001,1.0,0.0,30.11076
IMG\IMG\center_2022_05_23_19_18_25_808.jpg,IMG\IMG\left_2022_05_23_19_18_25_808.jpg,IMG\IMG\right_2022_05_23_19_18_25_808.jpg,-1.0,1.0,0.0,30.09173
IMG\IMG\center_2022_05_23_19_18_25_875.jpg,IMG\IMG\left_2022_05_23_19_18_25_875.jpg,IMG\IMG\right_2022_05_23_19_18_25_875.jpg,-1.0,1.0,0.0,30.10503
IMG\IMG\center_2022_05_23_19_18_25_949.jpg,IMG\IMG\left_2022_05_23_19_18_25_949.jpg,IMG\IMG\right_2022_05_23_19_18_25_949.jpg,-1.0,1.0,0.0,30.12785
IMG\IMG\center_2022_05_23_19_18_26_018.jpg,IMG\IMG\left_2022_05_23_19_18_26_018.jpg,IMG\IMG\right_2022_05_23_19_18_26_018.jpg,-1.0,1.0,0.0,30.14106
IMG\IMG\center_2022_05_23_19_18_26_089.jpg,IMG\IMG\left_2022_05_23_19_18_26_089.jpg,IMG\IMG\right_2022_05_23_19_18_26_089.jpg,0.0,1.0,0.0,30.15959
IMG\IMG\center_2022_05_23_19_18_26_159.jpg,IMG\IMG\left_2022_05_23_19_18_26_159.jpg,IMG\IMG\right_2022_05_23_19_18_26_159.jpg,0.0,1.0,0.0,30.18094
IMG\IMG\center_2022_05_23_19_18_26_231.jpg,IMG\IMG\left_2022_05_23_19_18_26_231.jpg,IMG\IMG\right_2022_05_23_19_18_26_231.jpg,0.0,1.0,0.0,30.18505
IMG\IMG\center_2022_05_23_19_18_26_303.jpg,IMG\IMG\left_2022_05_23_19_18_26_303.jpg,IMG\IMG\right_2022_05_23_19_18_26_303.jpg,0.15,1.0,0.0,30.17537
IMG\IMG\center_2022_05_23_19_18_26_374.jpg,IMG\IMG\left_2022_05_23_19_18_26_374.jpg,IMG\IMG\right_2022_05_23_19_18_26_374.jpg,0.35,1.0,0.0,30.15478
IMG\IMG\center_2022_05_23_19_18_26_446.jpg,IMG\IMG\left_2022_05_23_19_18_26_446.jpg,IMG\IMG\right_2022_05_23_19_18_26_446.jpg,0.5000001,1.0,0.0,30.13829
IMG\IMG\center_2022_05_23_19_18_26_515.jpg,IMG\IMG\left_2022_05_23_19_18_26_515.jpg,IMG\IMG\right_2022_05_23_19_18_26_515.jpg,0.7,1.0,0.0,30.11632
IMG\IMG\center_2022_05_23_19_18_26_585.jpg,IMG\IMG\left_2022_05_23_19_18_26_585.jpg,IMG\IMG\right_2022_05_23_19_18_26_585.jpg,0.8500001,1.0,0.0,30.10353
IMG\IMG\center_2022_05_23_19_18_26_658.jpg,IMG\IMG\left_2022_05_23_19_18_26_658.jpg,IMG\IMG\right_2022_05_23_19_18_26_658.jpg,1.0,1.0,0.0,30.09324
IMG\IMG\center_2022_05_23_19_18_26_726.jpg,IMG\IMG\left_2022_05_23_19_18_26_726.jpg,IMG\IMG\right_2022_05_23_19_18_26_726.jpg,1.0,1.0,0.0,30.10827
IMG\IMG\center_2022_05_23_19_18_26_795.jpg,IMG\IMG\left_2022_05_23_19_18_26_795.jpg,IMG\IMG\right_2022_05_23_19_18_26_795.jpg,1.0,1.0,0.0,30.12879
IMG\IMG\center_2022_05_23_19_18_26_863.jpg,IMG\IMG\left_2022_05_23_19_18_26_863.jpg,IMG\IMG\right_2022_05_23_19_18_26_863.jpg,1.0,1.0,0.0,30.14186
IMG\IMG\center_2022_05_23_19_18_26_935.jpg,IMG\IMG\left_2022_05_23_19_18_26_935.jpg,IMG\IMG\right_2022_05_23_19_18_26_935.jpg,1.0,1.0,0.0,30.15285
IMG\IMG\center_2022_05_23_19_18_27_004.jpg,IMG\IMG\left_2022_05_23_19_18_27_004.jpg,IMG\IMG\right_2022_05_23_19_18_27_004.jpg,-0.05,1.0,0.0,30.17321
IMG\IMG\center_2022_05_23_19_18_27_076.jpg,IMG\IMG\left_2022_05_23_19_18_27_076.jpg,IMG\IMG\right_2022_05_23_19_18_27_076.jpg,-0.25,1.0,0.0,30.14148
IMG\IMG\center_2022_05_23_19_18_27_147.jpg,IMG\IMG\left_2022_05_23_19_18_27_147.jpg,IMG\IMG\right_2022_05_23_19_18_27_147.jpg,-0.4,1.0,0.0,30.12379
IMG\IMG\center_2022_05_23_19_18_27_217.jpg,IMG\IMG\left_2022_05_23_19_18_27_217.jpg,IMG\IMG\right_2022_05_23_19_18_27_217.jpg,-0.6000001,1.0,0.0,30.09175
IMG\IMG\center_2022_05_23_19_18_27_287.jpg,IMG\IMG\left_2022_05_23_19_18_27_287.jpg,IMG\IMG\right_2022_05_23_19_18_27_287.jpg,-0.7500002,1.0,0.0,29.78306
IMG\IMG\center_2022_05_23_19_18_27_358.jpg,IMG\IMG\left_2022_05_23_19_18_27_358.jpg,IMG\IMG\right_2022_05_23_19_18_27_358.jpg,-0.9500002,1.0,0.0,29.75383
IMG\IMG\center_2022_05_23_19_18_27_428.jpg,IMG\IMG\left_2022_05_23_19_18_27_428.jpg,IMG\IMG\right_2022_05_23_19_18_27_428.jpg,-1.0,1.0,0.0,29.55654
IMG\IMG\center_2022_05_23_19_18_27_498.jpg,IMG\IMG\left_2022_05_23_19_18_27_498.jpg,IMG\IMG\right_2022_05_23_19_18_27_498.jpg,-1.0,1.0,0.0,29.63081
IMG\IMG\center_2022_05_23_19_18_27_571.jpg,IMG\IMG\left_2022_05_23_19_18_27_571.jpg,IMG\IMG\right_2022_05_23_19_18_27_571.jpg,-1.0,1.0,0.0,30.11193
IMG\IMG\center_2022_05_23_19_18_27_643.jpg,IMG\IMG\left_2022_05_23_19_18_27_643.jpg,IMG\IMG\right_2022_05_23_19_18_27_643.jpg,-1.0,1.0,0.0,29.49869
IMG\IMG\center_2022_05_23_19_18_27_716.jpg,IMG\IMG\left_2022_05_23_19_18_27_716.jpg,IMG\IMG\right_2022_05_23_19_18_27_716.jpg,-1.0,1.0,0.0,28.91766
IMG\IMG\center_2022_05_23_19_18_27_784.jpg,IMG\IMG\left_2022_05_23_19_18_27_784.jpg,IMG\IMG\right_2022_05_23_19_18_27_784.jpg,-1.0,1.0,0.0,28.76931
IMG\IMG\center_2022_05_23_19_18_27_852.jpg,IMG\IMG\left_2022_05_23_19_18_27_852.jpg,IMG\IMG\right_2022_05_23_19_18_27_852.jpg,-1.0,1.0,0.0,28.073
IMG\IMG\center_2022_05_23_19_18_27_924.jpg,IMG\IMG\left_2022_05_23_19_18_27_924.jpg,IMG\IMG\right_2022_05_23_19_18_27_924.jpg,-1.0,1.0,0.0,28.1217
IMG\IMG\center_2022_05_23_19_18_27_997.jpg,IMG\IMG\left_2022_05_23_19_18_27_997.jpg,IMG\IMG\right_2022_05_23_19_18_27_997.jpg,-1.0,1.0,0.0,28.18971
IMG\IMG\center_2022_05_23_19_18_28_064.jpg,IMG\IMG\left_2022_05_23_19_18_28_064.jpg,IMG\IMG\right_2022_05_23_19_18_28_064.jpg,-1.0,1.0,0.0,28.28838
IMG\IMG\center_2022_05_23_19_18_28_133.jpg,IMG\IMG\left_2022_05_23_19_18_28_133.jpg,IMG\IMG\right_2022_05_23_19_18_28_133.jpg,0.0,1.0,0.0,24.8554
IMG\IMG\center_2022_05_23_19_18_28_203.jpg,IMG\IMG\left_2022_05_23_19_18_28_203.jpg,IMG\IMG\right_2022_05_23_19_18_28_203.jpg,0.0,1.0,0.0,24.72806
IMG\IMG\center_2022_05_23_19_18_28_277.jpg,IMG\IMG\left_2022_05_23_19_18_28_277.jpg,IMG\IMG\right_2022_05_23_19_18_28_277.jpg,0.0,1.0,0.0,20.39151
IMG\IMG\center_2022_05_23_19_18_28_346.jpg,IMG\IMG\left_2022_05_23_19_18_28_346.jpg,IMG\IMG\right_2022_05_23_19_18_28_346.jpg,0.0,1.0,0.0,19.43431
IMG\IMG\center_2022_05_23_19_18_28_418.jpg,IMG\IMG\left_2022_05_23_19_18_28_418.jpg,IMG\IMG\right_2022_05_23_19_18_28_418.jpg,0.0,1.0,0.0,17.79954
IMG\IMG\center_2022_05_23_19_18_28_489.jpg,IMG\IMG\left_2022_05_23_19_18_28_489.jpg,IMG\IMG\right_2022_05_23_19_18_28_489.jpg,0.0,1.0,0.0,17.48696
IMG\IMG\center_2022_05_23_19_18_28_561.jpg,IMG\IMG\left_2022_05_23_19_18_28_561.jpg,IMG\IMG\right_2022_05_23_19_18_28_561.jpg,0.0,1.0,0.0,17.6465
IMG\IMG\center_2022_05_23_19_18_28_633.jpg,IMG\IMG\left_2022_05_23_19_18_28_633.jpg,IMG\IMG\right_2022_05_23_19_18_28_633.jpg,0.0,1.0,0.0,17.19774
IMG\IMG\center_2022_05_23_19_18_28_703.jpg,IMG\IMG\left_2022_05_23_19_18_28_703.jpg,IMG\IMG\right_2022_05_23_19_18_28_703.jpg,0.0,1.0,0.0,17.37914
IMG\IMG\center_2022_05_23_19_18_28_772.jpg,IMG\IMG\left_2022_05_23_19_18_28_772.jpg,IMG\IMG\right_2022_05_23_19_18_28_772.jpg,0.15,1.0,0.0,17.96717
IMG\IMG\center_2022_05_23_19_18_28_844.jpg,IMG\IMG\left_2022_05_23_19_18_28_844.jpg,IMG\IMG\right_2022_05_23_19_18_28_844.jpg,0.3,1.0,0.0,17.86677
IMG\IMG\center_2022_05_23_19_18_28_915.jpg,IMG\IMG\left_2022_05_23_19_18_28_915.jpg,IMG\IMG\right_2022_05_23_19_18_28_915.jpg,0.5000001,1.0,0.0,18.1997
IMG\IMG\center_2022_05_23_19_18_28_983.jpg,IMG\IMG\left_2022_05_23_19_18_28_983.jpg,IMG\IMG\right_2022_05_23_19_18_28_983.jpg,0.6500001,1.0,0.0,18.71928
IMG\IMG\center_2022_05_23_19_18_29_051.jpg,IMG\IMG\left_2022_05_23_19_18_29_051.jpg,IMG\IMG\right_2022_05_23_19_18_29_051.jpg,0.8500001,1.0,0.0,20.13157
IMG\IMG\center_2022_05_23_19_18_29_125.jpg,IMG\IMG\left_2022_05_23_19_18_29_125.jpg,IMG\IMG\right_2022_05_23_19_18_29_125.jpg,0.0,1.0,0.0,20.77677
IMG\IMG\center_2022_05_23_19_18_29_194.jpg,IMG\IMG\left_2022_05_23_19_18_29_194.jpg,IMG\IMG\right_2022_05_23_19_18_29_194.jpg,0.0,1.0,0.0,21.17124
IMG\IMG\center_2022_05_23_19_18_29_263.jpg,IMG\IMG\left_2022_05_23_19_18_29_263.jpg,IMG\IMG\right_2022_05_23_19_18_29_263.jpg,0.0,1.0,0.0,20.97852
IMG\IMG\center_2022_05_23_19_18_29_332.jpg,IMG\IMG\left_2022_05_23_19_18_29_332.jpg,IMG\IMG\right_2022_05_23_19_18_29_332.jpg,0.0,1.0,0.0,21.17311
IMG\IMG\center_2022_05_23_19_18_29_402.jpg,IMG\IMG\left_2022_05_23_19_18_29_402.jpg,IMG\IMG\right_2022_05_23_19_18_29_402.jpg,0.0,1.0,0.0,21.02102
IMG\IMG\center_2022_05_23_19_18_29_475.jpg,IMG\IMG\left_2022_05_23_19_18_29_475.jpg,IMG\IMG\right_2022_05_23_19_18_29_475.jpg,0.0,1.0,0.0,21.14362
IMG\IMG\center_2022_05_23_19_18_29_544.jpg,IMG\IMG\left_2022_05_23_19_18_29_544.jpg,IMG\IMG\right_2022_05_23_19_18_29_544.jpg,0.0,1.0,0.0,21.43856
IMG\IMG\center_2022_05_23_19_18_29_616.jpg,IMG\IMG\left_2022_05_23_19_18_29_616.jpg,IMG\IMG\right_2022_05_23_19_18_29_616.jpg,0.0,1.0,0.0,21.47506
IMG\IMG\center_2022_05_23_19_18_29_687.jpg,IMG\IMG\left_2022_05_23_19_18_29_687.jpg,IMG\IMG\right_2022_05_23_19_18_29_687.jpg,0.0,1.0,0.0,21.37835
IMG\IMG\center_2022_05_23_19_18_29_756.jpg,IMG\IMG\left_2022_05_23_19_18_29_756.jpg,IMG\IMG\right_2022_05_23_19_18_29_756.jpg,0.0,1.0,0.0,21.60532
IMG\IMG\center_2022_05_23_19_18_29_824.jpg,IMG\IMG\left_2022_05_23_19_18_29_824.jpg,IMG\IMG\right_2022_05_23_19_18_29_824.jpg,0.0,1.0,0.0,21.98153
IMG\IMG\center_2022_05_23_19_18_29_896.jpg,IMG\IMG\left_2022_05_23_19_18_29_896.jpg,IMG\IMG\right_2022_05_23_19_18_29_896.jpg,-0.15,1.0,0.0,22.18533
IMG\IMG\center_2022_05_23_19_18_29_966.jpg,IMG\IMG\left_2022_05_23_19_18_29_966.jpg,IMG\IMG\right_2022_05_23_19_18_29_966.jpg,-0.3,1.0,0.0,22.41682
IMG\IMG\center_2022_05_23_19_18_30_035.jpg,IMG\IMG\left_2022_05_23_19_18_30_035.jpg,IMG\IMG\right_2022_05_23_19_18_30_035.jpg,-0.5000001,1.0,0.0,22.5322
IMG\IMG\center_2022_05_23_19_18_30_105.jpg,IMG\IMG\left_2022_05_23_19_18_30_105.jpg,IMG\IMG\right_2022_05_23_19_18_30_105.jpg,-0.6500001,1.0,0.0,22.94121
IMG\IMG\center_2022_05_23_19_18_30_176.jpg,IMG\IMG\left_2022_05_23_19_18_30_176.jpg,IMG\IMG\right_2022_05_23_19_18_30_176.jpg,0.0,1.0,0.0,23.83256
IMG\IMG\center_2022_05_23_19_18_30_245.jpg,IMG\IMG\left_2022_05_23_19_18_30_245.jpg,IMG\IMG\right_2022_05_23_19_18_30_245.jpg,0.0,1.0,0.0,24.50258
IMG\IMG\center_2022_05_23_19_18_30_312.jpg,IMG\IMG\left_2022_05_23_19_18_30_312.jpg,IMG\IMG\right_2022_05_23_19_18_30_312.jpg,0.0,1.0,0.0,25.28738
IMG\IMG\center_2022_05_23_19_18_30_380.jpg,IMG\IMG\left_2022_05_23_19_18_30_380.jpg,IMG\IMG\right_2022_05_23_19_18_30_380.jpg,-0.15,1.0,0.0,25.96011
IMG\IMG\center_2022_05_23_19_18_30_448.jpg,IMG\IMG\left_2022_05_23_19_18_30_448.jpg,IMG\IMG\right_2022_05_23_19_18_30_448.jpg,-0.35,1.0,0.0,26.73959
