img,angle
IMG\left_2018_07_16_17_12_30_091.jp,-0.5000001
IMG\left_2018_07_16_17_12_30_160.jp,-0.5365243
IMG\left_2018_07_16_17_12_30_228.jp,-0.2816858
IMG\left_2018_07_16_17_12_30_301.jp,-0.1177989
IMG\left_2018_07_16_17_12_30_374.jp,0.0
IMG\left_2018_07_16_17_12_30_448.jp,0.0
IMG\left_2018_07_16_17_12_30_518.jp,0.0
IMG\left_2018_07_16_17_12_30_588.jp,0.0
IMG\left_2018_07_16_17_12_30_658.jp,0.0
IMG\left_2018_07_16_17_12_30_728.jp,0.0
IMG\left_2018_07_16_17_12_30_796.jp,0.0
IMG\left_2018_07_16_17_12_30_867.jp,0.0
IMG\left_2018_07_16_17_12_30_937.jp,0.0
IMG\left_2018_07_16_17_12_31_008.jp,0.0
IMG\left_2018_07_16_17_12_31_077.jp,0.0
IMG\left_2018_07_16_17_12_31_148.jp,0.0
IMG\left_2018_07_16_17_12_31_218.jp,0.0
IMG\left_2018_07_16_17_12_31_287.jp,-0.2
IMG\left_2018_07_16_17_12_31_355.jp,-0.1573777
IMG\left_2018_07_16_17_12_31_430.jp,0.0
IMG\left_2018_07_16_17_12_31_498.jp,0.0
IMG\left_2018_07_16_17_12_31_566.jp,0.0
IMG\left_2018_07_16_17_12_31_635.jp,0.0
IMG\left_2018_07_16_17_12_31_703.jp,0.0
IMG\left_2018_07_16_17_12_31_777.jp,0.0
IMG\left_2018_07_16_17_12_31_844.jp,0.0
IMG\left_2018_07_16_17_12_31_911.jp,0.0
IMG\left_2018_07_16_17_12_31_979.jp,0.0
IMG\left_2018_07_16_17_12_32_045.jp,0.0
IMG\left_2018_07_16_17_12_32_119.jp,0.0
IMG\left_2018_07_16_17_12_32_187.jp,0.0
IMG\left_2018_07_16_17_12_32_254.jp,0.0
IMG\left_2018_07_16_17_12_32_322.jp,0.0
IMG\left_2018_07_16_17_12_32_391.jp,-0.1
IMG\left_2018_07_16_17_12_32_458.jp,-0.2500055
IMG\left_2018_07_16_17_12_32_526.jp,-0.0267401
IMG\left_2018_07_16_17_12_32_600.jp,0.0
IMG\left_2018_07_16_17_12_32_668.jp,0.0
IMG\left_2018_07_16_17_12_32_740.jp,0.0
IMG\left_2018_07_16_17_12_32_815.jp,0.0
IMG\left_2018_07_16_17_12_32_889.jp,0.0
IMG\left_2018_07_16_17_12_32_956.jp,0.0
IMG\left_2018_07_16_17_12_33_026.jp,0.0
IMG\left_2018_07_16_17_12_33_095.jp,0.0
IMG\left_2018_07_16_17_12_33_171.jp,0.0
IMG\left_2018_07_16_17_12_33_238.jp,0.1
IMG\left_2018_07_16_17_12_33_306.jp,0.07549702
IMG\left_2018_07_16_17_12_33_375.jp,0.0
IMG\left_2018_07_16_17_12_33_451.jp,0.0
IMG\left_2018_07_16_17_12_33_536.jp,0.0
IMG\left_2018_07_16_17_12_33_599.jp,0.0
IMG\left_2018_07_16_17_12_33_667.jp,0.0
IMG\left_2018_07_16_17_12_33_740.jp,0.0
IMG\left_2018_07_16_17_12_33_814.jp,0.0
IMG\left_2018_07_16_17_12_33_881.jp,0.0
IMG\left_2018_07_16_17_12_33_951.jp,0.0
IMG\left_2018_07_16_17_12_34_017.jp,0.0
IMG\left_2018_07_16_17_12_34_084.jp,0.0
IMG\left_2018_07_16_17_12_34_152.jp,0.0
IMG\left_2018_07_16_17_12_34_226.jp,0.0
IMG\left_2018_07_16_17_12_34_295.jp,0.0
IMG\left_2018_07_16_17_12_34_363.jp,0.0
IMG\left_2018_07_16_17_12_34_430.jp,0.0
IMG\left_2018_07_16_17_12_34_501.jp,0.0
IMG\left_2018_07_16_17_12_34_572.jp,0.0
IMG\left_2018_07_16_17_12_34_647.jp,0.0
IMG\left_2018_07_16_17_12_34_721.jp,-0.15
IMG\left_2018_07_16_17_12_34_789.jp,-0.2535995
IMG\left_2018_07_16_17_12_34_863.jp,-0.08172913
IMG\left_2018_07_16_17_12_34_938.jp,0.0
IMG\left_2018_07_16_17_12_35_012.jp,0.0
IMG\left_2018_07_16_17_12_35_084.jp,0.0
IMG\left_2018_07_16_17_12_35_156.jp,0.0
IMG\left_2018_07_16_17_12_35_224.jp,0.0
IMG\left_2018_07_16_17_12_35_298.jp,0.0
IMG\left_2018_07_16_17_12_35_369.jp,0.0
IMG\left_2018_07_16_17_12_35_437.jp,0.1
IMG\left_2018_07_16_17_12_35_507.jp,0.0
IMG\left_2018_07_16_17_12_35_575.jp,-0.05
IMG\left_2018_07_16_17_12_35_646.jp,-0.25
IMG\left_2018_07_16_17_12_35_714.jp,-0.212411
IMG\left_2018_07_16_17_12_35_781.jp,-0.03600079
IMG\left_2018_07_16_17_12_35_856.jp,0.0
IMG\left_2018_07_16_17_12_35_924.jp,0.0
IMG\left_2018_07_16_17_12_35_993.jp,0.05
IMG\left_2018_07_16_17_12_36_065.jp,0.0467715
IMG\left_2018_07_16_17_12_36_134.jp,0.0
IMG\left_2018_07_16_17_12_36_204.jp,0.0
IMG\left_2018_07_16_17_12_36_273.jp,0.0
IMG\left_2018_07_16_17_12_36_347.jp,0.0
IMG\left_2018_07_16_17_12_36_418.jp,0.0
IMG\left_2018_07_16_17_12_36_489.jp,0.0
IMG\left_2018_07_16_17_12_36_558.jp,0.15
IMG\left_2018_07_16_17_12_36_630.jp,0.1818909
IMG\left_2018_07_16_17_12_36_700.jp,0.01435719
IMG\left_2018_07_16_17_12_36_770.jp,-0.05
IMG\left_2018_07_16_17_12_36_845.jp,-0.03961691
IMG\left_2018_07_16_17_12_36_915.jp,0.0
IMG\left_2018_07_16_17_12_36_982.jp,0.0
IMG\left_2018_07_16_17_12_37_055.jp,0.0
IMG\left_2018_07_16_17_12_37_122.jp,0.0
IMG\left_2018_07_16_17_12_37_192.jp,-0.15
IMG\left_2018_07_16_17_12_37_267.jp,-0.01027312
IMG\left_2018_07_16_17_12_37_339.jp,0.0
IMG\left_2018_07_16_17_12_37_414.jp,0.0
IMG\left_2018_07_16_17_12_37_484.jp,0.0
IMG\left_2018_07_16_17_12_37_552.jp,0.0
IMG\left_2018_07_16_17_12_37_622.jp,0.0
IMG\left_2018_07_16_17_12_37_694.jp,0.0
IMG\left_2018_07_16_17_12_37_766.jp,0.0
IMG\left_2018_07_16_17_12_37_834.jp,0.0
IMG\left_2018_07_16_17_12_37_901.jp,0.0
IMG\left_2018_07_16_17_12_37_970.jp,0.05
IMG\left_2018_07_16_17_12_38_039.jp,0.2
IMG\left_2018_07_16_17_12_38_110.jp,0.3205329
IMG\left_2018_07_16_17_12_38_177.jp,0.1434922
IMG\left_2018_07_16_17_12_38_245.jp,0.0
IMG\left_2018_07_16_17_12_38_313.jp,0.0
IMG\left_2018_07_16_17_12_38_381.jp,-0.1
IMG\left_2018_07_16_17_12_38_457.jp,-0.3
IMG\left_2018_07_16_17_12_38_526.jp,-0.2042403
IMG\left_2018_07_16_17_12_38_598.jp,-0.01294575
IMG\left_2018_07_16_17_12_38_672.jp,0.0
IMG\left_2018_07_16_17_12_38_747.jp,0.0
IMG\left_2018_07_16_17_12_38_817.jp,0.0
IMG\left_2018_07_16_17_12_38_890.jp,-0.1
IMG\left_2018_07_16_17_12_38_960.jp,-0.25
IMG\left_2018_07_16_17_12_39_033.jp,-0.2137399
IMG\left_2018_07_16_17_12_39_106.jp,0.0
IMG\left_2018_07_16_17_12_39_178.jp,0.0
IMG\left_2018_07_16_17_12_39_250.jp,0.0
IMG\left_2018_07_16_17_12_39_320.jp,0.0
IMG\left_2018_07_16_17_12_39_391.jp,0.0
IMG\left_2018_07_16_17_12_39_463.jp,0.0
IMG\left_2018_07_16_17_12_39_533.jp,0.0
IMG\left_2018_07_16_17_12_39_607.jp,0.0
IMG\left_2018_07_16_17_12_39_679.jp,0.0
IMG\left_2018_07_16_17_12_39_752.jp,0.0
IMG\left_2018_07_16_17_12_39_821.jp,0.0
IMG\left_2018_07_16_17_12_39_891.jp,0.0
IMG\left_2018_07_16_17_12_39_964.jp,0.0
IMG\left_2018_07_16_17_12_40_033.jp,0.0
IMG\left_2018_07_16_17_12_40_105.jp,0.0
IMG\left_2018_07_16_17_12_40_176.jp,0.0
IMG\left_2018_07_16_17_12_40_249.jp,0.0
IMG\left_2018_07_16_17_12_40_322.jp,0.0
IMG\left_2018_07_16_17_12_40_396.jp,0.0
IMG\left_2018_07_16_17_12_40_470.jp,0.0
IMG\left_2018_07_16_17_12_40_545.jp,0.0
IMG\left_2018_07_16_17_12_40_622.jp,0.0
IMG\left_2018_07_16_17_12_40_695.jp,0.0
IMG\left_2018_07_16_17_12_40_764.jp,0.0
IMG\left_2018_07_16_17_12_40_840.jp,0.0
IMG\left_2018_07_16_17_12_40_911.jp,0.0
IMG\left_2018_07_16_17_12_40_987.jp,0.0
IMG\left_2018_07_16_17_12_41_060.jp,0.0
IMG\left_2018_07_16_17_12_41_135.jp,0.0
IMG\left_2018_07_16_17_12_41_210.jp,0.0
IMG\left_2018_07_16_17_12_41_286.jp,0.0
IMG\left_2018_07_16_17_12_41_353.jp,0.0
IMG\left_2018_07_16_17_12_41_422.jp,0.15
IMG\left_2018_07_16_17_12_41_493.jp,0.2614844
IMG\left_2018_07_16_17_12_41_570.jp,0.03375799
IMG\left_2018_07_16_17_12_41_646.jp,0.0
IMG\left_2018_07_16_17_12_41_716.jp,0.0
IMG\left_2018_07_16_17_12_41_790.jp,-0.2
IMG\left_2018_07_16_17_12_41_864.jp,-0.3200723
IMG\left_2018_07_16_17_12_41_933.jp,-0.1155413
IMG\left_2018_07_16_17_12_41_999.jp,0.0
IMG\left_2018_07_16_17_12_42_071.jp,0.05
IMG\left_2018_07_16_17_12_42_148.jp,0.1223683
IMG\left_2018_07_16_17_12_42_221.jp,0.0
IMG\left_2018_07_16_17_12_42_293.jp,0.0
IMG\left_2018_07_16_17_12_42_368.jp,0.0
IMG\left_2018_07_16_17_12_42_442.jp,0.0
IMG\left_2018_07_16_17_12_42_512.jp,0.0
IMG\left_2018_07_16_17_12_42_585.jp,0.2
IMG\left_2018_07_16_17_12_42_655.jp,0.1306424
IMG\left_2018_07_16_17_12_42_724.jp,0.0
IMG\left_2018_07_16_17_12_42_794.jp,-0.1
IMG\left_2018_07_16_17_12_42_864.jp,-0.263598
IMG\left_2018_07_16_17_12_42_933.jp,-0.05535237
IMG\left_2018_07_16_17_12_43_004.jp,0.0
IMG\left_2018_07_16_17_12_43_075.jp,0.1
IMG\left_2018_07_16_17_12_43_147.jp,0.03452531
IMG\left_2018_07_16_17_12_43_217.jp,0.0
IMG\left_2018_07_16_17_12_43_290.jp,0.0
IMG\left_2018_07_16_17_12_43_359.jp,0.0
IMG\left_2018_07_16_17_12_43_432.jp,0.0
IMG\left_2018_07_16_17_12_43_502.jp,0.0
IMG\left_2018_07_16_17_12_43_573.jp,0.15
IMG\left_2018_07_16_17_12_43_649.jp,0.1780002
IMG\left_2018_07_16_17_12_43_718.jp,0.0
IMG\left_2018_07_16_17_12_43_789.jp,0.0
IMG\left_2018_07_16_17_12_43_859.jp,-0.05
IMG\left_2018_07_16_17_12_43_932.jp,-0.2446651
IMG\left_2018_07_16_17_12_44_006.jp,-0.02297373
IMG\left_2018_07_16_17_12_44_077.jp,0.0
IMG\left_2018_07_16_17_12_44_153.jp,0.0
IMG\left_2018_07_16_17_12_44_223.jp,0.0
IMG\left_2018_07_16_17_12_44_291.jp,-0.1
IMG\left_2018_07_16_17_12_44_367.jp,-0.2470274
IMG\left_2018_07_16_17_12_44_439.jp,-0.06417823
IMG\left_2018_07_16_17_12_44_510.jp,0.0
IMG\left_2018_07_16_17_12_44_578.jp,0.0
IMG\left_2018_07_16_17_12_44_652.jp,-0.1
IMG\left_2018_07_16_17_12_44_721.jp,-0.25
IMG\left_2018_07_16_17_12_44_797.jp,-0.3069344
IMG\left_2018_07_16_17_12_44_865.jp,-0.07241428
IMG\left_2018_07_16_17_12_44_936.jp,0.0
IMG\left_2018_07_16_17_12_45_009.jp,0.0
IMG\left_2018_07_16_17_12_45_081.jp,0.0
IMG\left_2018_07_16_17_12_45_152.jp,0.0
IMG\left_2018_07_16_17_12_45_222.jp,0.0
IMG\left_2018_07_16_17_12_45_292.jp,0.0
IMG\left_2018_07_16_17_12_45_361.jp,0.0
IMG\left_2018_07_16_17_12_45_436.jp,0.0
IMG\left_2018_07_16_17_12_45_508.jp,0.0
IMG\left_2018_07_16_17_12_45_577.jp,0.0
IMG\left_2018_07_16_17_12_45_652.jp,0.0
IMG\left_2018_07_16_17_12_45_725.jp,0.0
IMG\left_2018_07_16_17_12_45_798.jp,0.0
IMG\left_2018_07_16_17_12_45_866.jp,0.0
IMG\left_2018_07_16_17_12_45_943.jp,0.0
IMG\left_2018_07_16_17_12_46_020.jp,0.0
IMG\left_2018_07_16_17_12_46_094.jp,0.0
IMG\left_2018_07_16_17_12_46_171.jp,0.0
IMG\left_2018_07_16_17_12_46_239.jp,0.0
IMG\left_2018_07_16_17_12_46_310.jp,0.0
IMG\left_2018_07_16_17_12_46_379.jp,0.0
IMG\left_2018_07_16_17_12_46_456.jp,0.0
IMG\left_2018_07_16_17_12_46_530.jp,0.0
IMG\left_2018_07_16_17_12_46_599.jp,0.0
IMG\left_2018_07_16_17_12_46_671.jp,0.0
IMG\left_2018_07_16_17_12_46_740.jp,0.0
IMG\left_2018_07_16_17_12_46_810.jp,0.0
IMG\left_2018_07_16_17_12_46_878.jp,0.0
IMG\left_2018_07_16_17_12_46_946.jp,0.0
IMG\left_2018_07_16_17_12_47_015.jp,0.0
IMG\left_2018_07_16_17_12_47_083.jp,-0.2
IMG\left_2018_07_16_17_12_47_155.jp,-0.1633844
IMG\left_2018_07_16_17_12_47_232.jp,0.0
IMG\left_2018_07_16_17_12_47_299.jp,0.0
IMG\left_2018_07_16_17_12_47_366.jp,0.0
IMG\left_2018_07_16_17_12_47_437.jp,0.0
IMG\left_2018_07_16_17_12_47_519.jp,0.0
IMG\left_2018_07_16_17_12_47_586.jp,0.0
IMG\left_2018_07_16_17_12_47_655.jp,0.0
IMG\left_2018_07_16_17_12_47_726.jp,-0.15
IMG\left_2018_07_16_17_12_47_795.jp,-0.3
IMG\left_2018_07_16_17_12_47_868.jp,-0.5000001
IMG\left_2018_07_16_17_12_47_939.jp,-0.6500001
IMG\left_2018_07_16_17_12_48_011.jp,-0.8500001
IMG\left_2018_07_16_17_12_48_084.jp,-0.809979
IMG\left_2018_07_16_17_12_48_158.jp,-0.6287026
IMG\left_2018_07_16_17_12_48_230.jp,-0.3744849
IMG\left_2018_07_16_17_12_48_301.jp,-0.1899052
IMG\left_2018_07_16_17_12_48_376.jp,0.0
IMG\left_2018_07_16_17_12_48_445.jp,0.0
IMG\left_2018_07_16_17_12_48_512.jp,0.0
IMG\left_2018_07_16_17_12_48_587.jp,0.0
IMG\left_2018_07_16_17_12_48_665.jp,0.0
IMG\left_2018_07_16_17_12_48_741.jp,0.0
IMG\left_2018_07_16_17_12_48_817.jp,0.0
IMG\left_2018_07_16_17_12_48_885.jp,0.0
IMG\left_2018_07_16_17_12_48_953.jp,0.0
IMG\left_2018_07_16_17_12_49_021.jp,0.0
IMG\left_2018_07_16_17_12_49_093.jp,-0.2
IMG\left_2018_07_16_17_12_49_163.jp,-0.4
IMG\left_2018_07_16_17_12_49_239.jp,-0.5500001
IMG\left_2018_07_16_17_12_49_309.jp,-0.7500002
IMG\left_2018_07_16_17_12_49_381.jp,-0.861778
IMG\left_2018_07_16_17_12_49_452.jp,-0.6150856
IMG\left_2018_07_16_17_12_49_524.jp,-0.3966433
IMG\left_2018_07_16_17_12_49_592.jp,-0.2128433
IMG\left_2018_07_16_17_12_49_718.jp,0.0
IMG\left_2018_07_16_17_12_49_785.jp,0.0
IMG\left_2018_07_16_17_12_49_859.jp,0.0
IMG\left_2018_07_16_17_12_49_935.jp,0.0
IMG\left_2018_07_16_17_12_50_010.jp,0.0
IMG\left_2018_07_16_17_12_50_078.jp,0.0
IMG\left_2018_07_16_17_12_50_290.jp,0.0
IMG\left_2018_07_16_17_12_50_352.jp,0.0
IMG\left_2018_07_16_17_12_50_428.jp,0.0
IMG\left_2018_07_16_17_12_50_503.jp,0.0
IMG\left_2018_07_16_17_12_50_579.jp,0.0
IMG\left_2018_07_16_17_12_50_646.jp,0.0
IMG\left_2018_07_16_17_12_50_721.jp,0.0
IMG\left_2018_07_16_17_12_50_795.jp,0.0
IMG\left_2018_07_16_17_12_50_869.jp,-0.15
IMG\left_2018_07_16_17_12_50_945.jp,-0.35
IMG\left_2018_07_16_17_12_51_014.jp,-0.5000001
IMG\left_2018_07_16_17_12_51_093.jp,-0.7
IMG\left_2018_07_16_17_12_51_160.jp,-0.9283149
IMG\left_2018_07_16_17_12_51_235.jp,-0.7031343
IMG\left_2018_07_16_17_12_51_310.jp,-0.4590586
IMG\left_2018_07_16_17_12_51_379.jp,-0.3090586
IMG\left_2018_07_16_17_12_51_453.jp,-0.1090586
IMG\left_2018_07_16_17_12_51_536.jp,0.3995205
IMG\left_2018_07_16_17_12_51_610.jp,0.1779867
IMG\left_2018_07_16_17_12_51_679.jp,0.0
IMG\left_2018_07_16_17_12_51_748.jp,0.0
IMG\left_2018_07_16_17_12_51_822.jp,0.1
IMG\left_2018_07_16_17_12_51_895.jp,0.3
IMG\left_2018_07_16_17_12_51_970.jp,0.4007914
IMG\left_2018_07_16_17_12_52_042.jp,0.2247249
IMG\left_2018_07_16_17_12_52_110.jp,0.0
IMG\left_2018_07_16_17_12_52_180.jp,0.0
IMG\left_2018_07_16_17_12_52_256.jp,0.0
IMG\left_2018_07_16_17_12_52_323.jp,0.0
IMG\left_2018_07_16_17_12_52_395.jp,0.0
IMG\left_2018_07_16_17_12_52_464.jp,0.0
IMG\left_2018_07_16_17_12_52_536.jp,0.0
IMG\left_2018_07_16_17_12_52_604.jp,0.0
IMG\left_2018_07_16_17_12_52_674.jp,0.0
IMG\left_2018_07_16_17_12_52_741.jp,0.0
IMG\left_2018_07_16_17_12_52_813.jp,0.0
IMG\left_2018_07_16_17_12_52_895.jp,0.0
IMG\left_2018_07_16_17_12_52_970.jp,0.0
IMG\left_2018_07_16_17_12_53_044.jp,0.0
IMG\left_2018_07_16_17_12_53_121.jp,-0.15
IMG\left_2018_07_16_17_12_53_197.jp,-0.1978062
IMG\left_2018_07_16_17_12_53_267.jp,0.0
IMG\left_2018_07_16_17_12_53_341.jp,0.0
IMG\left_2018_07_16_17_12_53_408.jp,0.0
IMG\left_2018_07_16_17_12_53_485.jp,0.0
IMG\left_2018_07_16_17_12_53_556.jp,0.0
IMG\left_2018_07_16_17_12_53_626.jp,0.0
IMG\left_2018_07_16_17_12_53_695.jp,-0.15
IMG\left_2018_07_16_17_12_53_772.jp,-0.2696366
IMG\left_2018_07_16_17_12_53_839.jp,-0.09875653
IMG\left_2018_07_16_17_12_53_908.jp,0.0
IMG\left_2018_07_16_17_12_53_980.jp,0.0
IMG\left_2018_07_16_17_12_54_055.jp,0.0
IMG\left_2018_07_16_17_12_54_128.jp,0.0
IMG\left_2018_07_16_17_12_54_202.jp,0.05
IMG\left_2018_07_16_17_12_54_276.jp,0.03722262
IMG\left_2018_07_16_17_12_54_344.jp,0.0
IMG\left_2018_07_16_17_12_54_419.jp,0.0
IMG\left_2018_07_16_17_12_54_493.jp,0.0
IMG\left_2018_07_16_17_12_54_569.jp,0.0
IMG\left_2018_07_16_17_12_54_641.jp,0.0
IMG\left_2018_07_16_17_12_54_716.jp,0.101843
IMG\left_2018_07_16_17_12_54_785.jp,0.0
IMG\left_2018_07_16_17_12_54_856.jp,0.0
IMG\left_2018_07_16_17_12_54_922.jp,0.0
IMG\left_2018_07_16_17_12_55_000.jp,-0.1
IMG\left_2018_07_16_17_12_55_069.jp,-0.2783283
IMG\left_2018_07_16_17_12_55_139.jp,-0.09850777
IMG\left_2018_07_16_17_12_55_209.jp,0.0
IMG\left_2018_07_16_17_12_55_295.jp,0.0
IMG\left_2018_07_16_17_12_55_366.jp,0.0
IMG\left_2018_07_16_17_12_55_439.jp,0.15
IMG\left_2018_07_16_17_12_55_506.jp,0.274573
IMG\left_2018_07_16_17_12_55_576.jp,0.09108461
IMG\left_2018_07_16_17_12_55_646.jp,0.0
IMG\left_2018_07_16_17_12_55_715.jp,0.0
IMG\left_2018_07_16_17_12_55_784.jp,0.0
IMG\left_2018_07_16_17_12_55_852.jp,0.0
IMG\left_2018_07_16_17_12_55_923.jp,0.0
IMG\left_2018_07_16_17_12_55_994.jp,0.0
IMG\left_2018_07_16_17_12_56_067.jp,0.0
IMG\left_2018_07_16_17_12_56_135.jp,0.0
IMG\left_2018_07_16_17_12_56_202.jp,0.0
IMG\left_2018_07_16_17_12_56_275.jp,0.0
IMG\left_2018_07_16_17_12_56_348.jp,0.0
IMG\left_2018_07_16_17_12_56_419.jp,0.0
IMG\left_2018_07_16_17_12_56_494.jp,0.0
IMG\left_2018_07_16_17_12_56_567.jp,0.0
IMG\left_2018_07_16_17_12_56_634.jp,0.0
IMG\left_2018_07_16_17_12_56_705.jp,0.0
IMG\left_2018_07_16_17_12_56_777.jp,0.0
IMG\left_2018_07_16_17_12_56_852.jp,0.0
IMG\left_2018_07_16_17_12_56_921.jp,0.0
IMG\left_2018_07_16_17_12_56_993.jp,0.0
IMG\left_2018_07_16_17_12_57_063.jp,0.0
IMG\left_2018_07_16_17_12_57_137.jp,0.0
IMG\left_2018_07_16_17_12_57_210.jp,0.0
IMG\left_2018_07_16_17_12_57_283.jp,0.0
IMG\left_2018_07_16_17_12_57_350.jp,0.0
IMG\left_2018_07_16_17_12_57_421.jp,0.0
IMG\left_2018_07_16_17_12_57_495.jp,0.0
IMG\left_2018_07_16_17_12_57_565.jp,0.0
IMG\left_2018_07_16_17_12_57_638.jp,0.0
IMG\left_2018_07_16_17_12_57_711.jp,0.0
IMG\left_2018_07_16_17_12_57_782.jp,0.0
IMG\left_2018_07_16_17_12_57_850.jp,0.0
IMG\left_2018_07_16_17_12_57_920.jp,0.0
IMG\left_2018_07_16_17_12_57_994.jp,0.0
IMG\left_2018_07_16_17_12_58_066.jp,0.2
IMG\left_2018_07_16_17_12_58_137.jp,0.35
IMG\left_2018_07_16_17_12_58_204.jp,0.5500001
IMG\left_2018_07_16_17_12_58_277.jp,0.7
IMG\left_2018_07_16_17_12_58_349.jp,0.9000002
IMG\left_2018_07_16_17_12_58_421.jp,0.9145895
IMG\left_2018_07_16_17_12_58_491.jp,0.6593408
IMG\left_2018_07_16_17_12_58_564.jp,0.4407619
IMG\left_2018_07_16_17_12_58_632.jp,0.2596617
IMG\left_2018_07_16_17_12_58_704.jp,0.01939104
IMG\left_2018_07_16_17_12_58_779.jp,0.0
IMG\left_2018_07_16_17_12_58_855.jp,0.2
IMG\left_2018_07_16_17_12_58_927.jp,0.4
IMG\left_2018_07_16_17_12_59_004.jp,0.6000001
IMG\left_2018_07_16_17_12_59_076.jp,0.7117975
IMG\left_2018_07_16_17_12_59_144.jp,0.4839875
IMG\left_2018_07_16_17_12_59_218.jp,0.261163
IMG\left_2018_07_16_17_12_59_285.jp,0.06017174
IMG\left_2018_07_16_17_12_59_352.jp,0.0
IMG\left_2018_07_16_17_12_59_426.jp,0.0
IMG\left_2018_07_16_17_12_59_492.jp,0.0
IMG\left_2018_07_16_17_12_59_567.jp,0.0
IMG\left_2018_07_16_17_12_59_636.jp,0.0
IMG\left_2018_07_16_17_12_59_708.jp,0.0
IMG\left_2018_07_16_17_12_59_778.jp,0.0
IMG\left_2018_07_16_17_12_59_846.jp,0.0
IMG\left_2018_07_16_17_12_59_917.jp,0.0
IMG\left_2018_07_16_17_12_59_989.jp,0.0
IMG\left_2018_07_16_17_13_00_059.jp,0.0
IMG\left_2018_07_16_17_13_00_134.jp,0.0
IMG\left_2018_07_16_17_13_00_211.jp,0.0
IMG\left_2018_07_16_17_13_00_278.jp,0.0
IMG\left_2018_07_16_17_13_00_348.jp,0.0
IMG\left_2018_07_16_17_13_00_423.jp,0.0
IMG\left_2018_07_16_17_13_00_493.jp,0.15
IMG\left_2018_07_16_17_13_00_563.jp,0.3
IMG\left_2018_07_16_17_13_00_634.jp,0.5000001
IMG\left_2018_07_16_17_13_00_710.jp,0.7
IMG\left_2018_07_16_17_13_00_777.jp,0.8500001
IMG\left_2018_07_16_17_13_00_853.jp,0.8063395
IMG\left_2018_07_16_17_13_00_921.jp,0.6341416
IMG\left_2018_07_16_17_13_00_996.jp,0.4075076
IMG\left_2018_07_16_17_13_01_069.jp,0.1585736
IMG\left_2018_07_16_17_13_01_144.jp,0.0
IMG\left_2018_07_16_17_13_01_218.jp,-0.15
IMG\left_2018_07_16_17_13_01_294.jp,-0.35
IMG\left_2018_07_16_17_13_01_362.jp,-0.5000001
IMG\left_2018_07_16_17_13_01_434.jp,-0.4010563
IMG\left_2018_07_16_17_13_01_503.jp,-0.1919511
IMG\left_2018_07_16_17_13_01_574.jp,-0.004531286
IMG\left_2018_07_16_17_13_01_650.jp,0.1954687
IMG\left_2018_07_16_17_13_01_722.jp,0.3454687
IMG\left_2018_07_16_17_13_01_793.jp,0.1596291
IMG\left_2018_07_16_17_13_01_859.jp,0.0
IMG\left_2018_07_16_17_13_01_931.jp,-0.05
IMG\left_2018_07_16_17_13_02_004.jp,-0.25
IMG\left_2018_07_16_17_13_02_076.jp,-0.2913615
IMG\left_2018_07_16_17_13_02_145.jp,-0.05020409
IMG\left_2018_07_16_17_13_02_216.jp,0.0
IMG\left_2018_07_16_17_13_02_286.jp,0.0
IMG\left_2018_07_16_17_13_02_356.jp,0.0
IMG\left_2018_07_16_17_13_02_427.jp,0.0
IMG\left_2018_07_16_17_13_02_494.jp,0.0
IMG\left_2018_07_16_17_13_02_563.jp,0.0
IMG\left_2018_07_16_17_13_02_634.jp,0.0
IMG\left_2018_07_16_17_13_02_708.jp,0.0
IMG\left_2018_07_16_17_13_02_780.jp,0.0
IMG\left_2018_07_16_17_13_02_849.jp,0.0
IMG\left_2018_07_16_17_13_02_918.jp,0.0
IMG\left_2018_07_16_17_13_02_985.jp,0.0
IMG\left_2018_07_16_17_13_03_054.jp,0.0
IMG\left_2018_07_16_17_13_03_128.jp,0.0
IMG\left_2018_07_16_17_13_03_200.jp,0.0
IMG\left_2018_07_16_17_13_03_269.jp,0.0
IMG\left_2018_07_16_17_13_03_343.jp,0.0
IMG\left_2018_07_16_17_13_03_420.jp,0.0
IMG\left_2018_07_16_17_13_03_494.jp,0.0
IMG\left_2018_07_16_17_13_03_562.jp,0.0
IMG\left_2018_07_16_17_13_03_634.jp,0.0
IMG\left_2018_07_16_17_13_03_709.jp,0.0
IMG\left_2018_07_16_17_13_03_778.jp,0.15
IMG\left_2018_07_16_17_13_03_849.jp,0.1379215
IMG\left_2018_07_16_17_13_03_924.jp,0.0
IMG\left_2018_07_16_17_13_03_991.jp,0.0
IMG\left_2018_07_16_17_13_04_060.jp,0.0
IMG\left_2018_07_16_17_13_04_135.jp,-0.1454492
IMG\left_2018_07_16_17_13_04_208.jp,0.0
IMG\left_2018_07_16_17_13_04_276.jp,0.0
IMG\left_2018_07_16_17_13_04_355.jp,0.0
IMG\left_2018_07_16_17_13_04_421.jp,0.0
IMG\left_2018_07_16_17_13_04_490.jp,0.0
IMG\left_2018_07_16_17_13_04_558.jp,0.0
IMG\left_2018_07_16_17_13_04_634.jp,0.0
IMG\left_2018_07_16_17_13_04_709.jp,0.0
IMG\left_2018_07_16_17_13_04_785.jp,0.0
IMG\left_2018_07_16_17_13_04_859.jp,0.0
IMG\left_2018_07_16_17_13_04_931.jp,0.0
IMG\left_2018_07_16_17_13_05_004.jp,0.0
IMG\left_2018_07_16_17_13_05_071.jp,0.0
IMG\left_2018_07_16_17_13_05_144.jp,-0.2
